Country,Year,Corruption,ForestArea,PopDense,Renewables,AFF,CO2,EnergyCons,BirthRate,Lexpectancy,DrinkingWater,Sanitation,PopTotal,ForeignInvest,Labor,EmployRatio,Trade,Vulnerable,AirFreight,Aquaculture,Temp,Rainfall
Hungary,2013,0.3216026,22.75267921,109.2795979,17.19638871,3.925048416,4.276339668,2271.947205,9,75.56585366,99.96997877,97.99991386,9893082,38.68402954,3722477,46.75600052,164.3435331,6.075999975,0,14918,11.0044375,36.71211333
Hungary,2014,0.1645602,22.80348948,108.985618,15.67454982,3.949344789,4.190127409,2314.496434,9.5,75.76341463,99.97024956,97.99767661,9866468,28.51437199,3815201,49.49200058,168.9238304,5.872999877,..,15326,11.4140275,44.23852833
Hungary,2015,0.1486354,22.85430244,108.7266983,15.55936205,3.809174153,4.512673437,2432.751791,9.4,75.56829268,99.97052678,97.99545475,9843028,27.87752022,3880572,51.08100128,171.5658702,5.779000133,..,17337,11.30361833,52.42360667
Hungary,2016,0.0972435,22.90511541,108.4063073,..,3.923211758,4.639973434,..,9.7,76.06341463,99.97080746,97.99318159,9814023,44.55079338,3905376,..,..,..,..,16247.97,12.16136083,63.0632
Hungary,2017,0.0892915,..,108.1184801,..,3.798119238,..,..,9.7,75.81707317,99.99999749,97.99087339,9787966,58.51874996,3939418,..,..,..,..,..,11.88976167,48.71182583
Hungary,2018,0.0533697,..,107.9814868,..,3.553661173,..,..,9.6,76.06585366,..,..,9775564,41.52913594,3949386,..,..,..,..,..,11.34245833,63.07420917
Hong Kong,2000,-0.2182887,18.85346743,134.492481,29.73071484,14.67624166,2.696862433,898.9873131,8.1,80.87804878,98.70575944,96.8005102,6665000,6.854560089,4066044,58.22499847,247.6540204,5.676999986,5111.511,4988,11.31266667,67.686725
Hong Kong,2001,..,19.19525698,135.4730462,28.45581538,13.98346135,2.742120813,928.8114337,7.2,81.42439024,98.79714662,96.8005102,6714300,6.726955203,4139284,58.09600067,240.8489776,6.863000214,5066.022,5627,11.72035,82.339075
Hong Kong,2002,-0.5182464,19.53703617,136.3837807,27.09820152,13.30148771,3.007083197,984.8107146,7.1,81.42682927,98.8885338,96.8005102,6744100,5.80781299,4160580,57.08100128,255.9964574,7.848999918,5714.644,4302,11.88856833,79.69065
Hong Kong,2003,-0.359454,19.87881579,137.2359222,23.94657959,12.34899897,3.524074093,1118.431773,6.9,81.37804878,98.97992098,96.8005102,6730800,7.541286488,4147331,56.39899826,292.4546559,7.701000154,5780.75,4857,11.41718583,74.825625
Hong Kong,2004,-0.5596942,20.22059245,138.0534367,20.24947926,12.91664817,4.037990651,1268.132904,7.2,81.82926829,99.07130817,96.7744898,6783500,5.380383727,4150157,57.01499939,326.8410546,7.740999877,6931.629,4615,11.867035,78.316775
Hong Kong,2005,-0.6087338,20.56237213,138.867765,18.20381865,11.6414956,4.523178064,1393.691324,8.4,81.62926829,99.16269535,96.74846939,6813200,4.872571389,4221391,57.49399948,342.6892095,7.725000143,7763.873,4130,11.8987675,59.794075
Hong Kong,2006,-0.5145814,20.72356302,139.6453451,17.09461008,10.62576053,4.980314197,1515.173678,9.6,82.37560976,99.25408253,96.72244898,6857100,4.360764311,4202060,57.89899826,359.2086612,7.803000033,8325.969,4125,11.3837125,65.6523
Hong Kong,2007,-0.5896475,20.88475227,140.3765907,15.34937114,10.246164,5.082123622,1630.171029,10.2,82.32682927,99.34546971,96.69642857,6916300,7.524515088,4273343,58.39799881,362.1494636,7.198999941,10028.957,4514,11.3507875,56.16666667
Hong Kong,2008,-0.5202951,21.0459418,141.0977078,14.60199657,10.16903653,5.701915025,1672.90412,11.3,82.37560976,99.43685689,96.67040816,6957800,16.20077863,4304574,58.20899963,376.6568062,7.437000155,8985.895,4754,11.91550917,68.37119167
Hong Kong,2009,-0.5149382,21.20712991,141.8012404,13.91196227,9.636182036,5.677170257,1778.433519,11.8,82.77560976,99.52824407,96.64438776,6972800,50.50475212,4287279,57.06399918,348.3975543,7.426999837,13293.176,4819,11.64328417,69.71705833
Hong Kong,2010,-0.5616429,21.36831943,142.4877396,12.88431031,9.325163854,6.560520007,1954.722556,12.6,82.97804878,99.61963126,96.61836735,7024200,47.47705642,4258902,56.56600189,404.7705609,6.441999972,10373.43477,4338,11.33715917,77.79785833
Hong Kong,2011,-0.5071135,21.53258961,143.1721085,11.69579699,9.177661525,7.241515419,2086.486904,13.5,83.42195122,99.71101844,96.59234694,7071600,-2.272043822,4258580,57.54499817,421.8547066,6.678000003,10053.89845,3438,11.695545,66.50951667
Hong Kong,2012,-0.4357008,21.69685979,143.8713898,11.96856703,9.113706413,7.424750916,2155.164788,12.8,83.4804878,99.80240562,96.56632653,7150100,-15.98921955,4299649,58.2159996,430.5685304,6.959999889,9468.41801,4093,10.62523833,69.48429167
Hong Kong,2013,-0.3583522,21.86112996,144.583453,11.8381669,8.942898986,7.557211045,2213.759327,8,83.83170732,99.8937928,96.54030612,7178900,7.462726101,4315998,58.77000046,442.6200191,6.912000149,9396.48053,3764,12.32324083,59.784
Hong Kong,2014,-0.3400691,22.02539848,145.3173521,12.22382301,8.643488106,7.543907641,2236.729908,8.6,83.9804878,99.98517998,96.51428571,7229500,8.305308382,4368797,58.74599838,425.9758717,6.208999962,10826.12281,3897,11.5415175,72.03486667
Hong Kong,2015,-0.2821073,22.18966865,146.0576422,12.41335257,8.387009112,7.398524566,..,8.2,84.27804878,100,96.48826531,7291300,-2.789708086,4401133,58.82099915,389.4059493,6.024000138,11294.27249,3894,11.084975,78.36311667
Hong Kong,2016,-0.2540594,22.35394181,146.8506776,..,8.057287622,7.175809897,..,8.3,84.22682927,100,96.4622449,7336600,9.196772796,4525623,..,..,..,11409.11876,4258,12.50074417,76.77444167
Hong Kong,2017,-0.2699407,..,147.6740508,..,7.463560166,..,..,7.7,84.6804878,100,96.43622449,7391700,-4.003136315,4616126,..,..,..,12415.19932,..,12.16435167,58.44833333
Hong Kong,2018,-0.2712651,..,148.3488333,..,7.043025251,..,..,7.2,84.93414634,..,..,7451000,55.48993078,4686095,..,..,..,12676.72175,..,11.76504917,67.98076667
India,2000,-0.3455512,21.99321268,355.3676519,51.57934762,21.60895747,0.976601686,417.2875886,26.401,62.505,79.02380481,16.36921695,1056575549,0.633739715,390041620,56.45600128,27.19234549,83.84200287,547.652,1942531,24.68058333,93.98181417
India,2001,..,22.14920569,361.5645435,51.78721923,21.62050461,0.968514319,416.0144443,25.944,62.907,79.53629367,18.78093891,1075000085,0.479034915,397713183,56.74100113,26.2748446,87.43300056,515.37,2120634,24.58385,83.4337925
India,2002,-0.5158787,22.30520134,367.7253014,50.56944266,19.5366997,0.964275366,421.2704901,25.489,63.304,80.36022197,21.26774533,1093317189,0.77555818,405521019,56.97600174,29.82833107,87.44800377,546.34,2189445,24.47526667,81.14236
India,2003,-0.4165717,22.46119435,373.8486757,50.84279906,19.58060679,0.989271008,424.2943456,25.034,63.699,81.18413043,23.7636396,1111523144,1.070660341,417003387,57.35800171,30.92374364,87.05799675,579.85,2316947,24.631975,79.5375775
India,2004,-0.4111507,22.61719,379.936518,49.72402461,17.81469065,1.021862866,439.7030084,24.571,64.095,82.00807745,26.26874233,1129623456,1.025248066,428862880,57.64099884,37.91026504,86.29999924,708.475,2804362,24.8639,71.8668525
India,2005,-0.3607849,22.77318301,385.9860712,48.57530875,17.62020695,1.06531244,449.7658559,24.087,64.5,82.83166658,28.78196712,1147609927,0.614080764,441049645,57.95299911,42.48530654,85.59100151,774.04,2973126,24.61579167,84.31582917
India,2006,-0.276444,22.91316839,391.9985911,47.44372171,16.80944209,1.118603899,466.1382611,23.564,64.918,83.65495231,31.30344044,1165486291,0.775952192,453489620,56.97900009,46.59202866,84.64100266,842.55,3182817,24.702525,80.83398
India,2007,-0.3981131,23.05315114,397.9595895,45.86780352,16.75011976,1.189651807,485.0996282,22.996,65.35,84.47796113,33.83322851,1183209472,0.898676912,466155121,56.04199982,46.15866756,83.65099907,967.684,3114762,24.45720833,84.422875
India,2008,-0.3371764,23.19313652,403.8321685,43.63288301,16.79094236,1.306253903,501.5596349,22.39,65.794,85.3005866,36.37100374,1200669765,2.176329406,467165824,54.99700165,53.76337261,83.53000069,1233.937,3855763,24.7916,93.86046417
India,2009,-0.4519712,23.33311927,409.5689192,40.77082759,16.74427016,1.427780473,544.6265982,21.755,66.244,86.12248067,38.91578478,1217726215,2.100365807,468125060,54.21500015,46.77702612,83.08299828,1235.158,3798842,24.725025,90.93361917
India,2010,-0.4681174,23.47310465,415.1369976,39.48150873,17.02650901,1.393273291,561.6534027,21.114,66.693,86.94367018,41.46763187,1234281170,3.656950691,469002609,53.36100006,49.68889126,82.16700363,1630.964142,3790021,24.51489167,90.1776425
India,2011,-0.5362822,23.53310701,420.5209654,38.93174021,17.19197043,1.468910262,577.9940611,20.495,67.13,87.76416056,44.0265428,1250288729,2.687536065,469829385,52.70999908,55.62388001,79.46000004,1702.702702,3677584,25.239425,78.05367917
India,2012,-0.5132375,23.59310938,425.7322236,38.39089015,16.84537707,1.590942831,599.1544142,19.923,67.545,88.58461017,46.59461553,1265782790,1.653785022,470610752,52.00999832,55.79372173,79.22800064,1579.229879,4213980,25.17335833,98.27754083
India,2013,-0.51744,23.65311437,430.7986133,37.84984118,17.14842354,1.585648401,605.7921412,19.416,67.931,89.4046165,49.17080091,1280846129,2.002065552,473683611,52.09700012,53.84413195,78.82399845,1733.76172,4555209,24.57970833,95.91693417
India,2014,-0.4280237,23.71311674,435.762324,36.65183786,16.79193451,1.723311783,636.5701556,18.984,68.286,90.22395259,51.75458629,1295604184,1.312934337,476800625,52.11999893,48.92218575,78.49299717,1851.32674,4893002,24.52586667,85.26950833
India,2015,-0.3520183,23.77311911,440.6554586,36.02122257,16.17450839,1.784333765,..,18.625,68.607,91.04228455,54.34514918,1310152403,1.516275965,485906723,52.06600189,41.94667991,78.03999805,1833.847614,5263002,24.38231667,100.8487117
India,2016,-0.2822576,23.83312147,445.4843414,..,16.36380044,1.817783386,..,18.332,68.897,91.85927535,56.94165514,1324509589,1.695658786,494963721,..,..,..,1893.8815,5703002,24.49206667,80.60858583
India,2017,-0.2398116,..,450.2432858,..,16.3578103,..,..,18.083,69.165,92.67464257,59.54344827,1338658835,2.093306912,503834632,..,..,..,2407.098107,..,24.61968333,87.51899833
India,2018,-0.1863026,..,454.9380726,..,15.40672606,..,..,17.857,69.416,..,..,1352617328,1.954884827,512765199,..,..,..,2703.964174,..,25.03953333,88.0315475
Indonesia,2000,-0.9190737,54.87450112,116.7571902,45.58150099,15.67870444,1.24539825,735.9134207,21.773,65.772,75.65299709,41.08750537,211513823,-0.252290448,93615736,63.42599869,71.43687592,61.64099884,408.542,993727,26.698725,255.3070833
Indonesia,2001,..,54.7031589,118.3655155,44.30833333,15.99491776,1.375325404,742.9706995,21.812,66.037,76.60563497,42.95878794,214427417,-1.332573541,96880468,63.61000061,69.79320753,60.96600151,408.372,1076749,26.07694167,258.66025
Indonesia,2002,-1.14404,54.53181667,119.9831047,44.63581086,16.31966897,1.411208735,760.1677157,21.86,66.321,77.54883476,44.83693915,217357793,-2.757439934,99018448,63.33200073,59.07946177,60.92000008,405.498,1137151,26.15225,260.12925
Indonesia,2003,-0.9697266,54.36047013,121.6124516,42.97783588,15.18534822,1.437941508,752.1128926,21.88,66.631,78.48229865,46.72087403,220309469,-1.855686193,100806703,63.44300079,53.61649375,62.69299889,424.362,1228559,26.25605,248.7259167
Indonesia,2004,-0.9321511,54.1891279,123.2553398,41.42415303,14.3357803,1.512122784,791.0908132,21.852,66.969,79.40639349,48.6105332,223285676,0.074151638,102495611,63.05599976,59.76129484,61.08699799,434.101,1468612,26.41910833,220.5956667
Indonesia,2005,-0.8781987,54.01778568,124.9134563,41.44568581,13.12661864,1.511302112,794.4100006,21.765,67.334,80.31999001,50.50353874,226289470,-0.25425632,104087207,62.32699966,63.98793587,58.93700027,439.773,2124093,26.25609167,252.6225
Indonesia,2006,-0.8384197,53.63966063,126.5853718,39.93704821,12.97380272,1.504981339,802.3545286,21.624,67.717,81.14354778,52.40017957,229318262,0.73824398,105609290,62.43700027,56.65712681,58.42300034,469.222,2479247,26.23704167,224.6184
Indonesia,2007,-0.6190162,53.26153557,128.272297,39.96935654,13.7166831,1.616120599,788.0726283,21.448,68.105,81.95578651,54.29914267,232374245,2.916114843,107099831,62.0890007,54.82924998,58.66500092,484.52,3137376,26.29611667,238.4356667
Indonesia,2008,-0.5937,52.88341052,129.9810452,40.15875348,14.48174026,1.769060263,793.1000329,21.251,68.485,82.75712363,56.20032331,235469762,1.347942646,109060869,62.63299942,58.56139963,59.36799812,394.583,3854944,26.11608333,220.2886667
Indonesia,2009,-0.8386456,52.50528547,131.7203106,38.97047862,15.29014815,1.870838684,845.9972119,21.034,68.853,83.54684193,58.10191273,238620563,1.603010572,110974767,63.5719986,45.51212137,58.33799744,276.918,4712847,26.13743333,253.56125
Indonesia,2010,-0.7513602,52.12716042,133.4942702,37.75342034,13.92921271,1.772951392,877.0756528,20.795,69.205,84.32185512,59.99872953,241834215,1.826329024,112784214,64.09999847,46.70127388,57.26000023,665.6636285,6277924,26.00529167,262.4419167
Indonesia,2011,-0.7018746,51.74936743,135.3059534,38.22547215,13.51228707,2.080522126,833.5620289,20.526,69.542,85.0689725,61.87155317,245116206,0.90391942,114924975,64.2480011,50.18001318,54.11199951,754.2979384,7937072,26.31815,243.3886667
Indonesia,2012,-0.6397874,51.37157445,137.1475643,38.23365734,13.37397424,2.131724694,853.2083446,20.225,69.866,85.80625301,63.74637929,248452413,2.025179138,116988944,64.53199768,49.5828983,51.25800133,880.340264,9599765,26.426075,298.3898333
Indonesia,2013,-0.6138193,50.99377715,138.9989909,38.10645359,13.35669916,1.648142071,863.8176284,19.893,70.179,86.53343441,65.62224477,251806402,2.302984285,118672947,64.42700195,48.63737268,50.08099937,768.23502,13300000,26.166425,255.9446667
Indonesia,2014,-0.5617662,50.61598417,140.8330917,37.45426835,13.336755,1.450032294,883.9182941,19.537,70.481,87.25105823,67.49929746,255129004,2.309780327,120202270,64.39199829,48.08017559,49.64900112,902.1164864,14400000,26.33335833,253.41325
Indonesia,2015,-0.4583673,50.23819118,142.6294628,36.8793481,13.49264356,1.984452414,..,19.165,70.768,87.95873345,69.37641292,258383256,2.551356334,121651092,62.84999847,41.93764024,47.32899952,758.7051634,15600000,26.42721667,255.3576667
Indonesia,2016,-0.3993267,49.8603982,144.3798617,..,13.47874855,2.153758127,..,18.79,71.035,88.65653398,71.25313269,261554226,2.819972605,123063758,..,..,..,974.556289,16600000,26.37901667,219.8610833
Indonesia,2017,-0.2527128,..,146.0864808,..,13.15663085,..,..,18.422,71.282,89.34401223,73.12838737,264645886,2.297616387,122582281,..,..,..,1052.36048,..,26.49481667,204.5532833
Indonesia,2018,-0.251563,..,147.7521901,..,12.81010713,..,..,18.072,71.509,..,..,267663435,0.487174266,125383553,..,..,..,1131.913455,..,26.77583333,261.5266667
Iraq,2000,-1.500579,1.870270023,53.72472963,0.363571952,4.634745507,3.083093518,1104.932741,35.821,69.082,80.90583144,70.99596048,23497585,..,5298707,37.97100067,125.3365956,38.7699995,..,1745,22.91602333,12.94895083
Iraq,2001,..,1.87347103,55.34942954,0.352055214,6.930957055,3.525341062,1199.022355,35.47,68.983,81.47542102,71.46863807,24208180,..,5459752,37.82300186,126.780256,38.41999912,..,2000,22.92883333,11.37451833
Iraq,2002,-1.408224,1.876671897,57.00418181,0.323986058,8.562671712,3.499928425,1107.08185,35.104,68.827,82.42469676,71.94009226,24931919,..,5623195,37.68600082,119.7620477,38.52900028,..,2000,22.35520583,13.2744875
Iraq,2003,-1.213627,1.879872904,58.63342022,0.358040206,8.405608293,3.553105717,988.9973674,34.742,68.636,83.37233899,72.41032846,25644499,..,5773410,37.95500183,154.2345253,45.42700005,..,2000,22.86380833,14.07382
Iraq,2004,-1.484774,1.883073772,60.16379267,0.360068906,6.938561306,4.33551491,991.9177507,34.396,68.437,84.318336,72.87933965,26313838,..,5928840,37.8030014,120.2339771,41.86700058,..,13947,22.2373875,16.63038583
Iraq,2005,-1.374017,1.886274779,61.55493975,2.303329117,6.886862735,4.216692239,981.7259561,34.092,68.266,85.26269231,74.44591395,26922284,..,6086450,38.9659996,115.7425403,38.89699936,..,17941,22.31630833,16.83135083
Iraq,2006,-1.448431,1.886274779,62.757217,2.554006468,5.826032905,3.59844793,908.5752454,33.854,68.157,86.20511613,76.0227444,27448124,0.819047736,6241978,40.36800003,89.65052049,38.70000076,..,14867,22.22899333,15.88435333
Iraq,2007,-1.460477,1.886274779,63.81610078,2.032616968,4.929498276,2.22690329,909.1752902,33.681,68.13,87.14620248,77.61012752,27911248,1.03153064,6673745,41.62599945,74.09285302,38.33099937,..,15810,22.22970833,13.91772167
Iraq,2008,-1.46225,1.886274779,64.90099001,1.185129437,3.847780195,3.281546097,968.3506997,33.558,68.19,88.08563771,79.20784996,28385746,0.587961734,7101683,42.96099854,81.05554371,38.36400032,..,19246,22.351705,17.8616725
Iraq,2009,-1.326994,1.89952109,66.70925124,1.237633917,5.229933191,3.608379714,1137.034404,33.464,68.34,89.02319828,80.81573419,28973162,1.09387601,7524199,42.98300171,78.68737882,37.6609993,..,18732,22.251595,12.63210583
Iraq,2010,-1.25881,1.89952109,68.47940689,1.709637055,5.162283547,3.772295829,1261.220505,33.349,68.567,89.97400759,82.44368567,29741976,1.409960014,7953549,42.93899918,73.49747962,37.5170002,11.71864455,20320,22.4118425,9.016104167
Iraq,2011,-1.170654,1.89952109,70.74346104,1.074336558,4.563773437,4.453347502,1335.738398,33.152,68.848,90.92862164,84.08648568,30725300,1.431387929,8179143,42.86500168,72.17132822,37.22199917,14.52137319,16290,22.3295375,13.171515
Iraq,2012,-1.217341,1.89952109,73.42514966,1.26387438,4.124271438,4.843106075,1438.175609,32.834,69.148,91.87715422,85.73774822,31890011,1.00796494,8402958,42.55599976,73.5489783,36.97200108,15.33562832,25040,23.85635833,11.35259333
Iraq,2013,-1.27774,1.90036115,76.37620564,1.368784009,4.768217341,4.994796612,1488.561769,32.378,69.437,92.81964656,87.39736476,33157050,1.120863398,8664860,42.45199966,75.6877193,36.26799965,10.619112,14060,21.8631,13.98966917
Iraq,2014,-1.333758,1.90036115,79.26683001,0.91210465,4.898,4.842168931,1437.900542,31.791,69.7,93.75628933,89.06535184,34411951,1.559625972,8894655,42.6590004,78.2873538,35.68699932,10.619112,26625,22.62077083,13.6849725
Iraq,2015,-1.368879,1.90036115,81.93956704,0.798830769,4.80629971,4.702368286,..,31.109,69.929,94.68707657,90.74158978,35572261,2.186846637,9217796,42.81900024,75.84282308,35.52999878,1.218202664,24803,22.14698917,15.454215
Iraq,2016,-1.386965,1.90036115,84.33142147,..,3.8,5.191404781,..,30.388,70.122,95.61297327,92.42690665,36610632,2.037857749,9619604,..,..,..,0.951966407,28835,22.76655083,12.89043
Iraq,2017,-1.372151,..,86.5016316,..,3.3,..,..,29.693,70.294,96.53347833,94.12102245,37552781,1.846078885,9983673,..,..,..,15.58785743,..,23.00519917,11.21196333
Iraq,2018,-1.399581,..,88.53057004,..,2,..,..,29.075,70.454,..,..,38433600,0.085369906,10234985,..,..,..,16.199317,..,22.93379167,16.40450333
Kuwait,2000,0.5906006,0.2721661,114.7656004,0,0.35521983,26.18923263,9151.98059,22.817,73.142,100,100,2045123,0.227676643,873726,66.71800232,86.62057131,2.294999897,243.091,376,26.53169167,8.588434167
Kuwait,2001,..,0.280022434,118.0292929,0,0.446728972,27.40553716,9497.433535,22.294,73.21,100,100,2103282,0.239924745,935265,66.5059967,86.84235118,2.274000082,226.332,195,26.63198333,13.311875
Kuwait,2002,1.014095,0.287878794,119.9212682,0,0.516824849,27.24771864,9612.83006,21.77,73.28,100,100,2136997,0.043222033,987617,66.44200134,81.22519327,2.255999885,254.302,195,26.06421667,8.173170833
Kuwait,2003,0.7991259,0.295735128,121.303367,0,0.454889537,27.72100585,10131.44688,21.365,73.355,100,100,2161626,-0.319615405,1018375,66.7460022,86.55638887,2.238000069,219.483,366,26.55141667,10.19024917
Kuwait,2004,0.7864687,0.303591462,123.4843996,0,0.404756604,28.8728348,10619.66233,21.103,73.439,100,100,2200492,0.009490495,1045140,66.85700226,89.29611235,2.195000086,226.93,375,26.274725,11.20610833
Kuwait,2005,0.5074719,0.311447822,127.3960718,0,0.301358018,31.51568145,11576.82722,20.962,73.538,100,100,2270198,-0.140178221,1073514,67.18099976,92.24346204,2.147999987,241.623,327,26.27966667,10.6825775
Kuwait,2006,0.4330326,0.319304156,133.2026936,0,0.23651572,31.07802552,10811.57759,20.878,73.66,100,100,2373672,0.039961181,1106829,67.46700287,89.71157109,2.118999943,239.207,568,26.07144167,13.20339583
Kuwait,2007,0.3705859,0.32716049,140.5173401,0,0.213317127,30.0460336,10489.03982,20.751,73.807,100,100,2504019,0.289492646,1154659,67.38999939,91.73137718,2.081999931,266.337,348,25.9174,12.88593083
