Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Bahrain,BHR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,64.9240036,64.96399689,65.23600006,65.87400055,66.7539978,67.73899841,68.16699982,68.85399628,69.7009964,70.58599854,71.40399933,70.53900146,70.63800049,70.65599823,70.70600128,70.77500153,..,..,..
Bahrain,BHR,Trade (% of GDP),NE.TRD.GNFS.ZS,135.8090158,127.026112,130.6075232,128.0914868,140.7372332,148.313493,147.1018554,137.7850506,145.882662,117.9637254,120.4723945,174.1589649,185.8889752,191.877805,175.5646506,154.0673928,..,..,..
Bahrain,BHR,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,1.597000051,1.589000054,2.287,2.229000032,2.052000061,2.166000009,2.180000067,2.064999938,2.019000053,1.963999987,1.992000043,1.995999932,1.952999949,1.932000041,1.890000045,1.840999991,..,..,..
Bangladesh,BGD,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,55.59600067,55.57600021,55.53699875,55.12599945,55.10800171,55.16400146,55.41899872,55.11299896,54.80199814,54.24900055,55.06100082,54.80799866,54.56700134,54.18999863,54.10900116,54.02700043,..,..,..
Bangladesh,BGD,Trade (% of GDP),NE.TRD.GNFS.ZS,29.32171436,32.09801707,28.96738072,27.6578849,26.85823415,34.39693486,38.11192443,39.94238265,42.62091403,40.09279622,37.80284267,47.42084984,48.11092275,46.29640272,44.5140802,42.08599908,..,..,..
Bangladesh,BGD,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,64.94799995,64.68100166,64.97299957,64.71100044,64.56800079,63.89999962,63.22999954,62.66499901,62.18200111,61.31399918,61.00799942,61.39199924,60.77400017,59.92299843,59.20700073,58.57700157,..,..,..
Canada,CAN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,60.81299973,60.65200043,61.24700165,61.98300171,62.18399811,62.1590004,62.36500168,62.99700165,63.08100128,61.18399811,61.2140007,61.38700104,61.37900162,61.49000168,61.15999985,61.01499939,..,..,..
Canada,CAN,Trade (% of GDP),NE.TRD.GNFS.ZS,82.85772601,78.40632001,75.73269035,69.84343945,70.18054685,69.70984342,67.98118492,66.19204439,66.92423059,58.3482469,60.06072927,62.32862239,62.39713673,61.97339492,64.05762293,65.52773532,..,..,..
Canada,CAN,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,10.60399973,10.00100017,10.09100004,10.3179996,10.19599999,10.2580003,10.09699956,10.44299999,10.48500007,11.01499972,10.81400036,10.62700014,10.66600008,10.72699971,10.69999959,10.65200031,..,..,..
Guatemala,GTM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,61.46099854,61.6629982,60.66799927,60.62900162,60.9620018,63.27899933,65.46600342,64.06800079,62.9070015,61.74300003,60.36600113,59.1609993,64.50800323,59.26399994,60.05899811,59.81000137,..,..,..
Guatemala,GTM,Trade (% of GDP),NE.TRD.GNFS.ZS,49.1455879,69.54454922,66.03186001,65.95964992,69.07811716,66.04865508,66.81818653,67.89849736,64.12524377,57.10597923,62.1148985,63.98391427,60.98251179,58.54851252,56.71791511,51.30626369,..,..,..
Guatemala,GTM,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,61.73800087,61.62899971,61.48899841,44.28999996,44.50299931,44.39200115,44.75,43.94900036,43.5539999,43.09200001,43.24300003,40.66900063,44.31400013,40.65500069,37.63199997,36.84799957,..,..,..
"Hong Kong SAR, China",HKG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,58.22499847,58.09600067,57.08100128,56.39899826,57.01499939,57.49399948,57.89899826,58.39799881,58.20899963,57.06399918,56.56600189,57.54499817,58.2159996,58.77000046,58.74599838,58.82099915,..,..,..
"Hong Kong SAR, China",HKG,Trade (% of GDP),NE.TRD.GNFS.ZS,247.6540204,240.8489776,255.9964574,292.4546559,326.8410546,342.6892095,359.2086612,362.1494636,376.6568062,348.3975543,404.7705609,421.8547066,430.5685304,442.6200191,425.9758717,389.4059493,..,..,..
"Hong Kong SAR, China",HKG,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,5.676999986,6.863000214,7.848999918,7.701000154,7.740999877,7.725000143,7.803000033,7.198999941,7.437000155,7.426999837,6.441999972,6.678000003,6.959999889,6.912000149,6.208999962,6.024000138,..,..,..
Hungary,HUN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,45.77700043,45.98400116,46.03300095,46.74300003,46.48300171,46.54100037,46.77199936,46.62599945,46.09600067,44.9679985,44.86000061,45.15499878,45.90100098,46.75600052,49.49200058,51.08100128,..,..,..
Hungary,HUN,Trade (% of GDP),NE.TRD.GNFS.ZS,136.9903717,130.6978978,117.951385,116.4283843,122.9828493,127.3536783,149.0528264,155.2000852,158.2079627,144.7813901,158.3526979,167.3880437,166.1258562,164.3435331,168.9238304,171.5658702,..,..,..
Hungary,HUN,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,10.17999995,9.167000353,8.552000165,8.211000025,8.603999555,7.840000004,7.278999984,7.240000218,7.095000178,7.298000127,6.909999847,6.882999927,6.49300006,6.075999975,5.872999877,5.779000133,..,..,..
India,IND,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,56.45600128,56.74100113,56.97600174,57.35800171,57.64099884,57.95299911,56.97900009,56.04199982,54.99700165,54.21500015,53.36100006,52.70999908,52.00999832,52.09700012,52.11999893,52.06600189,..,..,..
India,IND,Trade (% of GDP),NE.TRD.GNFS.ZS,27.19234549,26.2748446,29.82833107,30.92374364,37.91026504,42.48530654,46.59202866,46.15866756,53.76337261,46.77702612,49.68889126,55.62388001,55.79372173,53.84413195,48.92218575,41.94667991,..,..,..
India,IND,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,83.84200287,87.43300056,87.44800377,87.05799675,86.29999924,85.59100151,84.64100266,83.65099907,83.53000069,83.08299828,82.16700363,79.46000004,79.22800064,78.82399845,78.49299717,78.03999805,..,..,..
Indonesia,IDN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,63.42599869,63.61000061,63.33200073,63.44300079,63.05599976,62.32699966,62.43700027,62.0890007,62.63299942,63.5719986,64.09999847,64.2480011,64.53199768,64.42700195,64.39199829,62.84999847,..,..,..
Indonesia,IDN,Trade (% of GDP),NE.TRD.GNFS.ZS,71.43687592,69.79320753,59.07946177,53.61649375,59.76129484,63.98793587,56.65712681,54.82924998,58.56139963,45.51212137,46.70127388,50.18001318,49.5828983,48.63737268,48.08017559,41.93764024,..,..,..
Indonesia,IDN,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,61.64099884,60.96600151,60.92000008,62.69299889,61.08699799,58.93700027,58.42300034,58.66500092,59.36799812,58.33799744,57.26000023,54.11199951,51.25800133,50.08099937,49.64900112,47.32899952,..,..,..
Iraq,IRQ,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,37.97100067,37.82300186,37.68600082,37.95500183,37.8030014,38.9659996,40.36800003,41.62599945,42.96099854,42.98300171,42.93899918,42.86500168,42.55599976,42.45199966,42.6590004,42.81900024,..,..,..
Iraq,IRQ,Trade (% of GDP),NE.TRD.GNFS.ZS,125.3365956,126.780256,119.7620477,154.2345253,120.2339771,115.7425403,89.65052049,74.09285302,81.05554371,78.68737882,73.49747962,72.17132822,73.5489783,75.6877193,78.2873538,75.84282308,..,..,..
Iraq,IRQ,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,38.7699995,38.41999912,38.52900028,45.42700005,41.86700058,38.89699936,38.70000076,38.33099937,38.36400032,37.6609993,37.5170002,37.22199917,36.97200108,36.26799965,35.68699932,35.52999878,..,..,..
Kuwait,KWT,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,66.71800232,66.5059967,66.44200134,66.7460022,66.85700226,67.18099976,67.46700287,67.38999939,67.52400208,68.25800323,68.73999786,67.69599915,67.90100098,68.09300232,68.50499725,68.91400146,..,..,..
Kuwait,KWT,Trade (% of GDP),NE.TRD.GNFS.ZS,86.62057131,86.84235118,81.22519327,86.55638887,89.29611235,92.24346204,89.71157109,91.73137718,92.68298839,88.86409869,97.02803281,99.11647644,101.0114486,97.60670229,100.0369451,98.69986337,..,..,..
Kuwait,KWT,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,2.294999897,2.274000082,2.255999885,2.238000069,2.195000086,2.147999987,2.118999943,2.081999931,2.047000084,2.02599996,1.998000033,1.985000022,1.956000026,1.930000048,1.909999995,1.896000031,..,..,..
Luxembourg,LUX,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,52.11600113,51.86899948,52.45299911,51.23899841,51.33399963,52.3370018,52.66400146,52.72600174,52.22299957,54.34500122,54.49700165,54.06600189,55.03300095,54.87799835,55.5719986,55.40399933,..,..,..
Luxembourg,LUX,Trade (% of GDP),NE.TRD.GNFS.ZS,271.9509664,271.3444488,258.8431483,254.1010524,281.2083939,297.7729742,320.5982618,332.5048493,343.5618283,295.9728062,316.1614002,323.4496073,341.8620222,349.2419391,382.2914619,410.1716371,..,..,..
Luxembourg,LUX,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,3.405000091,2.827000082,2.805000126,6.415000051,5.382999867,5.22299996,5.220999941,4.292000026,4.097999975,5.91599983,4.966999799,5.920000136,5.726000011,6.191999793,6.339999825,6.20600003,..,..,..
Mongolia,MNG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,57.56900024,57.52099991,56.61100006,55.72800064,57.25,57.29999924,57.22800064,54.75799942,55.74399948,55.65999985,55.15000153,57.1780014,57.08800125,57.31900024,57.36800003,57.40499878,..,..,..
Mongolia,MNG,Trade (% of GDP),NE.TRD.GNFS.ZS,121.8866098,115.8183269,118.5172531,120.2993935,131.3293182,122.3814599,112.9299831,117.8804264,121.1980134,107.8137572,103.3500317,126.9992286,109.5885643,100.3119893,109.3223117,90.28701288,..,..,..
Mongolia,MNG,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,57.09499931,60.5,62.04700089,60.12899971,69.90999985,66.81999779,63.5890007,61.99899864,58.31599998,58.96600151,56.30000019,54.91599894,51.57500124,49.74700141,48.82000184,49.47000015,..,..,..
Nepal,NPL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,84.22299957,84.00900269,83.73500061,83.52999878,83.26799774,82.9489975,82.62200165,82.28399658,81.91200256,81.63700104,81.39700317,81.29599762,81.24299622,81.11799622,81.52400208,81.51999664,..,..,..
Nepal,NPL,Trade (% of GDP),NE.TRD.GNFS.ZS,55.710589,55.79986365,46.2307185,44.24788362,46.14728672,44.06294748,44.76198776,44.57927502,46.03620635,47.07944776,45.98490577,41.82825464,43.65820666,48.14600023,52.25519568,53.09526681,..,..,..
Nepal,NPL,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,72.92300034,72.70199871,82.44499969,82.41799927,82.36000061,82.14099884,81.95800018,81.82400131,81.50699997,80.80699921,80.48300171,80.24399948,80.05500031,79.65599823,79.1590004,78.95600128,..,..,..
Norway,NOR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,64.63700104,64.41100311,64.41899872,63.05799866,62.92900085,62.56399918,63.44800186,64.73200226,65.69599915,64.38999939,63.38700104,63.11999893,63.25799942,62.77700043,62.4659996,62.09999847,..,..,..
Norway,NOR,Trade (% of GDP),NE.TRD.GNFS.ZS,74.62175523,73.26639332,67.64702301,66.58368388,69.04899659,70.85078398,72.38867482,73.15767669,74.84007058,66.97985931,68.1900916,69.5968352,68.1161139,67.49320046,68.5661486,69.80965429,..,..,..
Norway,NOR,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,5.813999981,5.699000031,5.934000194,6.01000008,5.948000163,5.924999982,6.442000151,5.872000188,5.725999862,5.874000132,5.565000162,5.193999887,5.174999878,5.153999865,5.318999767,5.325999931,..,..,..
Pakistan,PAK,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,47.35499954,46.83499908,46.74599838,46.93600082,47.81800079,48.56999969,50.36500168,50.57799911,50.48199844,50.78300095,51.22800064,51.15800095,50.96900177,50.74100113,51.2120018,51.26499939,..,..,..
Pakistan,PAK,Trade (% of GDP),NE.TRD.GNFS.ZS,28.12960732,30.37153377,30.53762992,32.84449575,30.30012871,35.25329003,35.68172966,32.99042857,35.59420149,32.07184826,32.86892658,32.93990515,32.80550221,33.33359868,30.90124462,27.65467302,..,..,..
Pakistan,PAK,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,63.62499809,63.62200165,59.29599953,59.32500076,61.12500191,61.22200012,61.67199898,61.51099968,62.82500076,61.94499779,61.99500084,61.36199951,58.8920002,58.79900169,58.91699791,58.94300079,..,..,..
Peru,PER,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,63.72399902,66.4280014,67.81999969,69.71700287,70.76999664,71.90200043,73.46099854,74.57900238,74.77400208,75.30599976,76.3259964,75.90000153,76.06199646,75.43800354,74.89600372,73.78700256,..,..,..
Peru,PER,Trade (% of GDP),NE.TRD.GNFS.ZS,35.53803216,35.06440143,35.24918133,37.62461033,41.93607827,47.35731748,51.78505603,55.68811328,58.43376739,48.11192962,51.67280894,55.98828028,52.61989526,49.77670278,46.78524633,45.13394466,..,..,..
Peru,PER,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,53.84199905,54.06199837,54.26900101,54.11199951,55.11199951,54.76299858,52.94600105,51.32699776,51.20199776,51.04900169,51.13599968,51.4960022,50.11199951,49.84399891,50.5389986,49.93000221,..,..,..
Sri Lanka,LKA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,52.51499939,52.29700089,51.70999908,51.92699814,51.73300171,52.00500107,52.5870018,52.77000046,53.0359993,52.5019989,52.02000046,52.13700104,51.38700104,52.59700012,51.70899963,51.35900116,..,..,..
Sri Lanka,LKA,Trade (% of GDP),NE.TRD.GNFS.ZS,88.6364417,80.89860153,76.33513178,75.33624733,79.4829449,73.60397296,71.26117849,68.60651166,63.36904361,49.14914153,46.36389037,54.98457842,51.4920819,49.2577922,50.2508827,49.55879659,..,..,..
Sri Lanka,LKA,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,41.38100052,39.10899925,39.33699894,39.49999905,37.62000084,37.64500046,41.17199993,40.61300087,40.8930006,39.66800117,41.83500099,42.17700005,40.69999981,41.14900112,40.72299957,40.3920002,..,..,..
Uganda,UGA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,67.91200256,67.79199982,67.70999908,67.99500275,68.53500366,69.06600189,68.75800323,68.43900299,68.11599731,67.80999756,68.01000214,68.22200012,68.54199982,69.625,69.51200104,69.37200165,..,..,..
Uganda,UGA,Trade (% of GDP),NE.TRD.GNFS.ZS,32.74903334,35.32997678,36.27779416,36.58572647,35.46008625,38.99428548,43.63328579,46.77741665,56.25826821,46.74474975,45.71982165,52.93644219,53.33849103,50.89653308,46.3165282,47.6644213,..,..,..
Uganda,UGA,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,86.19299889,86.14899826,85.12800026,84.38699913,77.49199867,78.71399879,77.76199913,77.12400246,76.74099922,77.10099983,77.14800072,76.38899803,76.36999893,76.19600105,75.77499962,75.34800148,..,..,..
Vietnam,VNM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,75.37200165,74.9489975,75.40200043,75.24500275,75.25099945,75.04599762,74.85900116,74.65899658,74.78600311,74.60700226,74.88999939,75.72200012,76.32800293,76.6230011,77.09300232,76.83399963,..,..,..
Vietnam,VNM,Trade (% of GDP),NE.TRD.GNFS.ZS,111.4170944,111.955938,116.6968687,124.3279544,133.0164979,130.714846,138.3136219,154.605384,154.3174796,134.7063177,152.2173686,162.9145503,156.5539303,165.094237,169.5345132,178.7674147,..,..,..
Vietnam,VNM,"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,81.04100037,78.62599945,78.96199799,77.55900192,73.88199997,69.68899918,68.55399895,67.57100105,66.395998,65.98800087,64.81200027,63.51600075,62.61400032,62.62700081,62.20299911,57.72199821,..,..,..
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Data from database: Millennium Development Goals,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 09/19/2018,,,,,,,,,,,,,,,,,,,,,,
